1474535386634412032,2021-12-25 00:20:06,Anybody else drink while they had Covid,"Alexandria, VA",0,0
1474535388513460224,2021-12-25 00:20:06,Florida isn’t reporting COVID numbers for the next two weeks after record highs.,,0,0
1474535388991602692,2021-12-25 00:20:06,"I need to consider quitting twitter, at least for a bit. 
I like interacting with people, but the percentage of my timeline taken up by tweets from people I don't follow, angrily ranting about how many people they saw not following covid guidelines today is too much.","Milwaukee, WI",0,2
1474535392229539841,2021-12-25 00:20:07,having covid for christmas again is so silly goofy. is this my new holiday tradish??? 🤪,,0,1
1474535394117132288,2021-12-25 00:20:08,for people that have had covid: what were your symptoms? did they get better or worse as time went on?,🍑,0,1
1474535394691764230,2021-12-25 00:20:08,Not being able to see the fam because they have stupid ass bitch ass Covid is so cool! Highly recommend!,Swamp,0,1
1474535396021358599,2021-12-25 00:20:08,"kinda weird not going to my grandparents house this year. but my dad showed me his true colors and we no longer speak. he's a full blown racist, the love he has for trump makes me sick and he thinks covid is just a political thing. so that's a no for me.",,0,0
1474535404053446662,2021-12-25 00:20:10,I dgaf about covid love id still knock it into ye.. mcgogo never change son. #KillsAKill,"New York, USA",0,2
1474535405152317443,2021-12-25 00:20:10,"Covid freeeee, must be the flu or something but I feel terrible",,0,0
1474535408193224706,2021-12-25 00:20:11,"""This is a national crisis. Wholesale gas and electricity prices have risen to unprecedented levels in the past three weeks,"" said Good Energy CEO Nigel Pocklington.
#EU #crisis #COVID19 #COVID",,0,0
1474535408646209538,2021-12-25 00:20:11,Check on your friends with kids who have covid … we are not okay,DC✨,0,0
1474535416078512131,2021-12-25 00:20:13,Stuck home with COVID and wasn’t prepared for the gut punch of seeing my nephew and brother pick up gifts/food off the porch and not being able to hug them.,"Katy, TX",0,1
1474535426295844870,2021-12-25 00:20:15,any scientists know the effect copious amounts of marijuana has on those who have covid? asking for a friend,,0,0
1474535429533798411,2021-12-25 00:20:16,"Keep on getting vaccinated until you finally get covid. ✌🏻 

#VaccineFailure",,0,0
1474535432042041347,2021-12-25 00:20:17,puto covid,"Madrid, Comunidad de Madrid",1,1
1474535444503097345,2021-12-25 00:20:20,So I get paramount+ for 1883 and find South Park Post Covid. So funny and good to laugh.,"Nevada, USA",0,0
1474535447779065859,2021-12-25 00:20:20,"govt: fuck u my citizens are fine

citizen: tests positive for covid and immediately starts self-witholding basic living needs as punishment since the pandemic narrative has become centered around individual morality rather than governmental failure to protect citizens 2 years in",,0,0
1474535448085090307,2021-12-25 00:20:21,i am spamming so hard because last year I got covid in Christmas and I was alone and now I am freeEEEEEEEEE,mel c & geri halliwell ,0,0
1474535448282345475,2021-12-25 00:20:21,"Thank you Covid for absolutely shitting on my family’s Christmas this year, fuck the holidays.",fuck it we ball,0,0
1474535457811689477,2021-12-25 00:20:23,"Will the Covid pandemic ever end?
A combination of vaccine- and naturally-gained immunity, attenuation, availability of rapid testing, and improvements in treatment for active cases could turn it into what skeptics wrongly called it to begin with: a bad cold or flu. (.  LA Times)","Srinagar, Kashmir",0,2
1474535458440765444,2021-12-25 00:20:23,I’m short circuiting. I don’t want to leave the house but I don’t want to reject a very lovely offer. Too scared to return phone call. Wish I didn’t need to train then Uber and risk covid,Australia,0,0
1474535459393089536,2021-12-25 00:20:23,My Hamilton original Broadway musical came on post aaannnddddd I’m blooming excited. It’s the most valuable record on my collection. I need covid to boost itself out because I got plans on my birthday to watch it in a Broadway theatre,,0,0
1474535481492877312,2021-12-25 00:20:28,my mom &amp; sister have covid so i can’t leave my house omg i’m crying,she/he/they/fai•17•afrolatina,0,0
1474535483246006280,2021-12-25 00:20:29,I have officially tested positive for COVID-19. All it is is a minor cough with a headache. Nothing that the government said it was. Go birds.,"Philadelphia, PA",0,0
1474535495610863619,2021-12-25 00:20:32,"If anyone is curious, COVID fucking sucks.",America,0,1
1474535497653374977,2021-12-25 00:20:32,I’m kind of confused on why people are getting together this Christmas with covid surging? Am I missing something? 🤷🏻‍♀️,PNW,0,0
1474535499670822913,2021-12-25 00:20:33,"Traveling by air for the first time after covid stuck. 

Going for Chopta chandrashila trek. Wife's first Himalayan trek, hope to create memories.","Bengaluru, India",0,1
1474535502061744132,2021-12-25 00:20:33,"People in Jersey hate being inconvenienced.

@covid Watch ya Azz!",,0,0
1474535507346526210,2021-12-25 00:20:35,Can’t believe yoongi got covid,xael,0,0
1474535509510791172,2021-12-25 00:20:35,Sure would be a shame if Santa tested positive for COVID,"Fairview, SC",0,0
1474535519262593028,2021-12-25 00:20:37,Does everyone have covid wtf,"New York, USA",0,1
1474535527043026944,2021-12-25 00:20:39,We're going to break the COVID case record in the US today. Before Christmas. FUCK.,"Brooklyn, NY",0,4
1474535528569741321,2021-12-25 00:20:40,No bolts game on Tuesday wow over covid crap wtf #gobolts,"St Petersburg, FL",0,0
1474535529425379338,2021-12-25 00:20:40,"I cannot explain how happy I am that I regained my sense of smell and taste after having covid after 2 weeks
These tiktoks about parosmia are sooo scary",28.08.2020,0,1
1474535533573558276,2021-12-25 00:20:41,"My cousin works for @KelloggsUS and got the booster last week - He tested positive for COVID within the next day or so. 

Nope, no Trump vax or Biden boosters for me. 🤙🏻","Chapel Hill, NC",0,1
1474535543878959107,2021-12-25 00:20:43,"I haven't had covid since Jan 2020, even though I'm unjabbed. I feel left out.

Get your booster jab, people!

#GetBoosted",Florida & New York,0,0
1474535553534025729,2021-12-25 00:20:46,I see a lotta chicks who was small before COVID showing off they new thickness I advise y’all to take a look at the chicks who was y’all current size before covid and see how they look now …. Slow down baby covid ain’t going no where yet,IG LOUIEFISH_   SC Louiefish,0,0
1474535559590604800,2021-12-25 00:20:47,Who would have guessed the hardest thing to cop this December would be rapid covid test,los angeles,0,1
1474535561222402055,2021-12-25 00:20:47,Fear of Covid or worldwide tyranny? The choice is yours.,Tennessee,2,21
1474535563088646146,2021-12-25 00:20:48,Why is everyone on Twitter saying they are sick with Covid 🤔,"Incline Village, NV",0,0
1474535565907406851,2021-12-25 00:20:49,"So this is Christmas
and what have we done
another year over
and Covid just begun.","Manchester, UK",0,0
1474535577378824195,2021-12-25 00:20:51,Covid is… dumb,,0,0
1474535578414637057,2021-12-25 00:20:52,Covid sucks..,Virginia to California,0,10
1474535581111799810,2021-12-25 00:20:52,Every other person I mention I hear not that they have covid but they were near someone who did so they have to sort of isolate now. What a world,"Dublin, Ireland",0,3
1474535582986641413,2021-12-25 00:20:53,Covid doin BRAZY numbers inna streets rn,MMOB,0,0
1474535583439462400,2021-12-25 00:20:53,"Trending: Vaccinated people are not more susceptible to COVID-19 infection overall, fact-checkers say.

Wow, this isn't really a ringing endorsement.  The bar keeps getting lowered.",https://peoplesparty.org/,0,3
1474535588065787904,2021-12-25 00:20:54,everyone around me getting covid but me….. am i… better than everyone,"Lafayette, LA",0,0
1474535589827522565,2021-12-25 00:20:54,When you’re home alone due to covid &amp; they sing silent night at midnight mass 😢,London UK,0,0
1474535593715453953,2021-12-25 00:20:55,The added stress these covid antigen test strips give me because they’re really out here strongly resembling pregnancy tests lmfao,,0,3
1474535596915843073,2021-12-25 00:20:56,"#Nochebuena is the annual evening of aunts, uncles, and cousins. This is the 3rd year we are not having festivities because of Covid. The decisions we make matter. 
I wish everyone health and safety.",,0,0
1474535598811762694,2021-12-25 00:20:56,"Christmas at my house this year and I only invited a few family members but somehow it’s more ppl calling me asking me for my address… it’s a no for me, covid is jumping crazy and my babies and I will not be sick out here",,0,0
1474535602552852482,2021-12-25 00:20:57,honestly i highly doubt varsity will cancel the 2022 comps like when have they ever gave a shit about covid,she/her,0,1
1474535605526831105,2021-12-25 00:20:58,"Seems like something super shitty always has to happen on Christmas, and this time it's my brother giving me covid days after he flies in. We're both vaxxed and his symptoms didn't show up right until he got off the plane.",,0,0
1474535605841412102,2021-12-25 00:20:58,my dad has Covid and he’s ok but when he wants to talk to us he has to talk from a chair on the balcony upstairs like he’s the Midwest wizard of oz,"Los Angeles, CA",0,2
1474535609154912257,2021-12-25 00:20:59,"Executives from EDF, Good Energy and Energy UK have asked the government to act on rising fuel costs that are putting the country's industry on the brink of disaster.
#EU #crisis #COVID19 #COVID",,0,0
1474535612531105793,2021-12-25 00:21:00,Joke Drop : What kind of bread has Santa been making during COVID-19 quarantine? Gingerbread.,The North Pole,0,0
1474535614154485763,2021-12-25 00:21:00,WHERE ARE YALL FINDING YOUR INFORMATION ON COVID BECAUSE THESE ARE NOT FACTS IM HEARING !!!!!,,0,0
1474535617820246016,2021-12-25 00:21:01,So Flu season just don’t exist no more 😭😭😭😭on Covid n new strands huh,"Chicago, Illinois",1,0
1474535619187691527,2021-12-25 00:21:01,Has anyone opened a rona bar yet? Gotta show ur vax card AND a positive test. Prob be the busiest place in the city this year 😥 #covid #omicron #christmas in #nyc 😣,NYC (via CHI+) USA Mama Earth ,0,0
1474535622626852864,2021-12-25 00:21:02,"it astounds me that even on this holiday, while im still recovering from (a SUPER mild case of) COVID, i am still anxious about spending free time in ways that dont make me more productive or marketable as a worker. unlearning productivity brainwashing is going to be a lot 😵‍💫😵‍💫",unceded Tongva land ༶ he/him,0,1
1474535627966328835,2021-12-25 00:21:03,Tight COVID got me but ya boy don't feel a god damn thing 🤷🏼‍♂️,lodi new jersey ,0,0
1474535630906535941,2021-12-25 00:21:04,"Guess who got covid for Christmas? 
—&gt; This guy","Charlottesville, VA",0,0
1474535648631693316,2021-12-25 00:21:08,"This is the second time I got sick (not covid) during Christmas...I am cursed

Happy holidays y'all, stay safe :)",,0,0
1474535657791971329,2021-12-25 00:21:11,"Pandemics are short-lived. However, this Chinese Covid-19 has no end date, making it “endemic” or around forever, kind of like the flu that it is. #flu #COVID19 #samesame #endemic #pandemic",Flyover Country,0,0
1474535660174331906,2021-12-25 00:21:11,Q for #LongCovid peeps: can vaccination prevent long-COVID?,,0,0
1474535665203396608,2021-12-25 00:21:12,Tested positive for covid,,0,0
1474535665341591555,2021-12-25 00:21:12,I think I'm getting a cold. Definitely not COVID but I can breathe fine my head just feels stuffy.,,0,0
1474535665413070855,2021-12-25 00:21:12,"Since COVID started I think we’ve had people in our house like three times and now every time it’s gonna happen I truly dread it, I don’t want u people in my house !!!!!",she/her,0,4
1474535668038598657,2021-12-25 00:21:13,"So unbelievable that Morrison &amp; Perrottet relax restrictions before Christmas - 8 immediate &amp; extended family and friends household have one member with covid, variety of ages, so don’t expect those 320 odd to vote LNP or Morrison.",,0,0
1474535672459505666,2021-12-25 00:21:14,chile…. the delusion is at an all time high… how you feeling sick but don’t wanna get tested for covid 😵‍💫,985 🐊,0,0
